customer_tenure_months,customer_age,gender,region,contract_type,payment_method,has_premium_plan,num_products_subscribed,has_online_support,has_loyalty_program,monthly_spend_eur,avg_monthly_data_gb,num_support_calls_last_6m,num_purchases_last_3m,days_since_last_purchase,return_rate_pct,promotion_response_rate,satisfaction_score,nps_score,churned
21,78,Male,West,Month-to-Month,Digital Wallet,0,1,1,1,82.51,16.7,0,2,7,11.6,0.417,2.6,8,1
13,51,Male,South,Month-to-Month,Credit Card,1,3,1,1,27.19,1.6,1,6,2,7.4,0.478,3.7,4,0
8,25,Male,West,Two Year,Credit Card,0,3,0,0,29.66,8.8,2,3,14,1,0.068,4.1,4,0
16,78,Male,West,Two Year,Digital Wallet,1,2,0,1,54.59,1.6,1,3,50,9.8,0.401,4.6,5,0
6,59,Male,East,Month-to-Month,Digital Wallet,0,2,1,1,30.23,15.9,2,1,3,1.9,0.585,3.7,8,1
4,50,Female,North,Month-to-Month,Bank Transfer,0,1,1,1,31.15,3.9,1,1,26,4.2,0.119,3.4,5,1
1,25,Male,North,Two Year,Bank Transfer,0,4,0,0,41.11,2.9,0,6,4,8.5,0.304,3,8,0
2,73,Male,West,Month-to-Month,Credit Card,0,4,1,0,14.74,0.7,4,5,4,3.5,0.194,4.2,9,0
20,67,Female,East,Month-to-Month,Invoice,1,2,1,0,61.86,4,0,3,62,11.1,0.532,3,7,0
13,58,Male,East,Month-to-Month,Digital Wallet,0,2,1,0,21.78,21.2,0,4,4,8.1,0.395,2.1,8,1
7,28,Male,North,One Year,Credit Card,1,4,1,0,34.18,38.4,1,2,2,27.8,0.315,4.3,6,0
13,27,Male,West,Month-to-Month,Digital Wallet,1,3,1,0,53.79,0.8,0,3,88,0.3,0.681,3.1,4,1
4,77,Female,North,Month-to-Month,Digital Wallet,0,5,1,0,59.89,13.4,1,4,5,15.9,0.214,2.6,,1
36,26,Female,South,One Year,Digital Wallet,0,2,0,0,36.03,15.8,0,3,4,0.2,0.223,,7,0
32,79,Male,South,Month-to-Month,Digital Wallet,0,1,1,0,61.35,4.9,0,3,7,11.9,0.222,4.3,7,0
30,77,Female,West,One Year,Credit Card,1,1,0,0,6.66,0.2,1,7,7,1,0.257,4.4,2,0
2,35,Male,West,Month-to-Month,Credit Card,1,1,0,0,48.22,24,1,3,16,22.4,0.668,2.2,5,1
99,47,Female,East,Two Year,Digital Wallet,0,3,1,0,45.76,14.5,0,2,54,11.8,0.132,3.2,6,0
28,22,Male,West,Month-to-Month,Digital Wallet,0,1,1,1,58.87,12.2,0,7,76,12.1,0.611,5,8,0
2,56,Female,Central,Month-to-Month,Bank Transfer,0,4,1,1,20.14,2.1,3,1,11,17.3,0.382,3.5,10,1
20,72,Male,North,Month-to-Month,Credit Card,0,1,0,1,42.99,3.1,1,0,24,11.5,0.109,4.1,3,0
48,46,Male,West,Month-to-Month,Bank Transfer,1,3,0,1,21.18,8.9,0,3,9,27.1,0.139,,10,0
9,33,Male,South,Month-to-Month,Bank Transfer,1,3,0,1,,27.9,1,0,15,10.5,0.194,3.7,3,0
18,23,Female,North,Month-to-Month,Credit Card,0,4,1,0,100.56,1.6,1,1,13,1.5,0.464,,3,1
91,41,Female,South,One Year,Credit Card,0,2,1,1,55.39,18.3,0,4,29,10,0.256,3.6,3,0
10,67,Male,West,One Year,Invoice,1,1,0,0,55.27,2.9,0,4,20,16.8,0.174,3.7,9,0
12,32,Male,South,Two Year,Credit Card,1,1,0,1,23.92,5.5,1,5,102,2.3,0.207,3.9,6,0
26,73,Female,South,Month-to-Month,Invoice,0,3,0,0,38.27,8.8,1,2,6,2.8,0.335,3.6,7,0
32,31,Male,East,Month-to-Month,Credit Card,1,2,0,1,49.17,23.7,1,6,46,8.6,0.09,5,4,1
2,25,Male,North,Month-to-Month,Digital Wallet,0,1,0,0,21.59,7,1,3,31,0.8,0.644,5,5,0
75,78,Male,West,Month-to-Month,Bank Transfer,1,1,1,1,27.46,21.6,0,6,40,9.3,0.179,2.8,7,0
48,31,Male,North,Two Year,Digital Wallet,0,4,1,0,44.43,12.2,0,0,4,2.2,0.301,3.4,5,0
1,49,Male,East,Month-to-Month,Bank Transfer,0,3,0,1,33.8,24.9,0,6,13,14.8,0.078,3.3,4,1
5,26,Male,South,Two Year,Bank Transfer,0,4,1,0,21.16,12,0,3,44,0.4,0.026,3.6,,0
5,28,Female,East,Two Year,Digital Wallet,0,3,1,0,29.61,1.6,0,3,19,13.1,0.298,4.3,0,0
35,68,Female,North,Month-to-Month,Credit Card,1,2,0,1,65.03,11.3,1,4,57,1.6,0.419,2.5,3,0
50,19,Male,East,Month-to-Month,Credit Card,0,2,0,0,21.68,31.6,0,4,43,38,0.481,1.7,6,0
20,20,Female,South,Month-to-Month,Bank Transfer,0,1,0,0,23.74,2.7,3,2,8,18.2,0.539,3.7,9,0
5,40,Male,Central,Month-to-Month,Credit Card,1,2,1,1,,28.3,1,5,43,6.4,0.279,,10,0
1,25,Male,West,Two Year,Digital Wallet,1,3,1,1,32.23,26,0,1,42,5.7,0.231,3.9,2,0
2,27,Male,South,Two Year,Invoice,1,4,0,0,21.09,20.6,0,3,1,11.7,0.298,4,10,0
4,53,Male,West,Month-to-Month,Credit Card,0,2,1,0,62.27,4.9,0,2,15,9.1,0.346,3.9,4,1
42,57,Female,South,Month-to-Month,Credit Card,1,2,0,1,32.28,10.1,2,2,35,18.3,0.075,3.5,9,0
15,68,Male,North,Month-to-Month,Credit Card,1,5,1,0,28.33,13,3,2,56,7.2,0.494,3.7,7,1
30,62,Female,South,One Year,Credit Card,0,2,0,0,13.84,21.9,2,6,5,2.7,0.152,2.6,6,0
47,51,Female,North,Month-to-Month,Invoice,0,3,0,0,21.35,3.8,1,2,37,7.4,0.345,4.9,7,0
49,46,Male,West,Two Year,Bank Transfer,1,3,0,0,27.71,5.3,0,5,16,1.1,0.187,5,4,0
25,62,Male,East,Two Year,Digital Wallet,0,5,0,1,35.47,14.6,0,1,3,1.6,0.245,4,8,0
32,69,Male,South,Month-to-Month,Credit Card,0,2,1,0,67.36,12.1,2,4,9,6.5,0.153,4,6,1
13,26,Female,Central,Month-to-Month,Bank Transfer,0,2,0,1,48.75,3.8,2,3,75,2.6,0.117,2.3,5,1
106,24,Female,North,Month-to-Month,Credit Card,1,2,1,0,22.56,12.6,2,4,19,2.9,0.465,3.8,6,0
8,22,Male,South,Month-to-Month,Bank Transfer,0,1,0,0,20.78,8.5,0,5,17,4.8,0.197,,1,1
5,46,Female,West,Month-to-Month,Credit Card,0,1,0,0,45.39,7.3,1,1,3,2.3,0.351,5,10,0
23,32,Male,West,Month-to-Month,Credit Card,1,1,1,1,22.08,28.2,1,1,10,14,0.226,3.4,5,1
25,34,Male,East,One Year,Digital Wallet,0,2,1,1,21.63,14.8,1,7,,1.8,0.28,2.9,6,0
4,28,Male,West,Month-to-Month,Credit Card,0,1,0,0,48.06,28.3,0,7,49,13.8,0.32,3.4,0,1
1,51,Female,North,Month-to-Month,Digital Wallet,0,2,0,1,15.26,8.3,4,4,7,29.9,0.353,4.4,3,1
4,62,Male,South,Two Year,Digital Wallet,1,3,0,1,24.92,1.9,0,4,6,16.9,0.323,3.4,5,0
10,18,Female,Central,Month-to-Month,Digital Wallet,1,2,0,1,19.53,8.7,3,5,24,8.3,0.041,4.4,2,1
45,73,Male,North,Month-to-Month,Invoice,0,3,1,0,29.39,7.5,1,2,6,3.6,0.206,4.9,8,0
56,33,Female,West,Two Year,Invoice,0,1,0,1,20.04,0.6,1,6,0,7.1,0.539,3.8,3,0
17,77,Male,East,Two Year,Credit Card,1,2,0,0,15.41,29,1,6,13,1.5,0.229,,5,0
80,31,Male,North,One Year,Credit Card,0,3,1,0,14.54,0.1,3,5,30,5.9,0.404,2.9,,0
2,50,Male,South,One Year,Digital Wallet,0,1,1,1,20.97,22.4,0,5,21,3.6,0.261,2.5,0,0
3,45,Male,Central,Month-to-Month,Digital Wallet,1,3,1,1,33.65,20.1,0,4,95,0,0.396,4.1,4,1
4,59,Male,East,One Year,Bank Transfer,0,1,0,1,25.79,48.9,1,5,7,6,0.241,4.1,1,0
9,60,Female,East,Month-to-Month,Credit Card,0,2,1,0,21.99,9,3,3,16,2.1,0.373,2.8,8,0
19,21,Male,Central,One Year,Credit Card,0,3,0,1,25.73,11.1,2,3,23,8.2,0.608,3.8,,0
1,77,Female,Central,Two Year,Digital Wallet,0,4,0,0,17.58,25.3,0,1,14,10,0.245,3.1,1,0
26,52,Male,North,Month-to-Month,Invoice,1,2,0,0,9.64,10.7,0,6,1,5.3,0.105,1.4,5,0
10,69,Female,Central,Two Year,Credit Card,0,2,1,1,21.79,5.4,1,5,35,9.6,0.221,2.3,8,0
20,31,Male,West,One Year,Credit Card,0,5,0,1,127.65,5.3,2,7,6,2.3,0.182,3.7,7,0
4,22,Female,South,Two Year,Bank Transfer,1,4,0,0,24.06,18.9,1,3,75,5.7,0.487,5,5,0
6,28,Female,West,One Year,Credit Card,0,2,1,0,53.38,13.5,2,4,0,5.9,0.109,2.5,2,0
1,49,Male,East,Month-to-Month,Credit Card,0,1,0,0,74.73,2.9,1,3,,1,0.033,2.2,1,1
2,73,Male,West,Month-to-Month,Digital Wallet,0,5,0,0,38.01,0.1,2,4,,6.3,0.314,3,10,1
43,28,Male,North,Month-to-Month,Credit Card,1,5,0,0,,0.8,2,6,0,5.4,0.051,2.1,2,1
20,61,Female,Central,Month-to-Month,Digital Wallet,0,1,1,1,22.57,2.1,4,2,22,0.2,0.141,3.1,3,1
6,26,Female,North,Month-to-Month,Credit Card,0,3,1,1,74.2,0.6,0,3,18,24.7,0.367,4,8,0
117,18,Female,West,Two Year,Bank Transfer,1,4,0,0,22.73,4.5,1,3,41,2,0.278,4.4,2,0
12,19,Female,South,Month-to-Month,Credit Card,0,1,1,1,20.83,18.8,1,0,34,2.3,0.157,4.8,8,0
21,65,Male,South,One Year,Bank Transfer,1,1,0,1,28.52,6.4,4,3,14,4.2,0.23,3.3,4,0
34,66,Female,North,Month-to-Month,Invoice,1,2,1,1,28.7,22.9,0,4,0,0.1,0.318,1.9,7,0
27,68,Male,South,Month-to-Month,Invoice,1,3,1,0,21.07,6.5,2,2,42,0.7,0.156,2.7,6,0
37,69,Male,Central,Month-to-Month,Bank Transfer,1,4,0,1,157.02,12.7,1,5,16,11.4,0.444,3.1,6,0
1,20,Female,West,Month-to-Month,Credit Card,0,4,0,0,26.76,12.4,4,3,20,3.9,0.145,4.8,6,1
59,28,Female,South,Month-to-Month,Bank Transfer,1,1,0,1,30.67,7.2,3,3,29,7.1,0.222,1.9,8,1
3,24,Male,East,Month-to-Month,Digital Wallet,1,2,1,1,28.18,2.5,1,3,34,8,0.102,3.3,3,1
33,42,Male,North,Two Year,Credit Card,0,2,1,1,46.39,9.2,4,5,23,3.5,0.449,3.8,8,0
107,66,Female,South,One Year,Bank Transfer,0,2,1,1,8.88,2.2,1,1,14,2.3,0.423,4.4,5,0
38,21,Male,East,Two Year,Digital Wallet,1,5,0,1,69.58,4.8,1,0,17,9.8,0.071,4.3,8,0
63,63,Female,North,Month-to-Month,Bank Transfer,1,3,0,1,41.13,9.2,0,3,19,1,0.119,3.1,3,0
9,58,Female,South,Month-to-Month,Bank Transfer,1,3,1,1,10.7,21.9,2,4,12,1.4,0.49,3.1,6,1
29,25,Male,West,Month-to-Month,Credit Card,0,4,0,1,79.41,0.1,2,5,19,24.8,0.313,2.1,4,1
9,44,Male,West,Two Year,Credit Card,1,3,1,0,,8.6,1,4,11,8.3,0.374,2.5,6,0
7,32,Male,North,One Year,Credit Card,1,1,0,1,38.48,10.6,2,5,5,3.6,0.064,4.1,4,0
44,71,Female,South,One Year,Credit Card,1,3,0,1,15.66,1.7,6,1,38,7.2,0.095,4,7,0
1,63,Female,North,Two Year,Invoice,0,4,1,1,35.97,25.3,2,4,12,8.1,0.477,3.5,6,0
16,79,Female,West,Month-to-Month,Credit Card,1,1,1,1,25.17,3.5,0,2,15,12.1,0.448,,4,1
37,30,Male,West,One Year,Credit Card,0,1,1,1,129.37,10.2,2,2,,13,0.155,2.1,6,0
8,19,Female,North,Month-to-Month,Bank Transfer,0,4,1,1,,55.4,1,3,14,4.8,0.327,5,6,0
11,78,Female,East,Month-to-Month,Invoice,0,3,0,1,93.97,15,1,1,8,24.1,0.119,3.5,7,0
42,31,Male,South,One Year,Credit Card,1,2,1,1,43.01,5.6,3,5,10,1.8,0.26,3.4,8,0
21,61,Male,South,One Year,Digital Wallet,0,3,1,0,69.16,12.5,2,3,63,7.4,0.345,4.5,9,0
5,20,Female,East,Month-to-Month,Credit Card,1,2,0,0,34.82,16.9,1,6,14,4.6,0.229,2.9,4,1
8,50,Female,Central,Month-to-Month,Bank Transfer,1,2,1,0,25.78,31.1,1,1,74,10.4,0.348,2.6,3,1
11,19,Female,North,Month-to-Month,Credit Card,1,3,1,0,,31.8,1,1,2,9.4,0.032,3,8,1
39,52,Male,North,Month-to-Month,Digital Wallet,1,3,0,1,23.28,18.5,2,1,4,42.6,0.064,3.3,10,0
2,43,Female,Central,Month-to-Month,Invoice,0,2,1,0,24.92,2.4,3,2,21,2.6,0.21,4.1,9,1
8,73,Female,South,One Year,Digital Wallet,1,1,0,1,37.94,12,1,2,6,0.1,0.095,2.8,,0
18,57,Female,North,Month-to-Month,Bank Transfer,0,2,1,0,,8.7,0,1,7,24.4,0.178,4,10,1
31,21,Male,West,Two Year,Credit Card,0,2,0,0,44.96,9.5,0,5,4,18.6,0.147,5,10,0
16,56,Female,South,Month-to-Month,Digital Wallet,0,1,0,0,16.19,2.6,3,5,92,2.1,0.252,4.4,6,1
10,65,Male,Central,Two Year,Credit Card,0,1,0,0,43.63,5.2,4,5,64,1.7,0.304,5,6,0
3,35,Female,North,One Year,Bank Transfer,1,3,0,1,67.84,21.5,3,7,7,0.7,0.334,3.6,4,0
5,25,Female,West,Month-to-Month,Invoice,0,2,0,0,29.65,7.1,1,2,57,7.4,0.404,4.5,4,1
1,48,Female,East,Month-to-Month,Invoice,0,3,0,0,53.22,16.8,4,3,4,15.8,0.45,5,6,1
94,52,Male,West,One Year,Credit Card,0,1,1,1,40.65,23.6,0,3,67,0.5,0.305,3.6,4,0
22,23,Male,North,Month-to-Month,Credit Card,0,2,1,0,73.69,18.8,0,1,66,9.1,0.309,1.8,7,1
33,60,Male,East,Two Year,Credit Card,0,3,0,1,8.72,5.2,1,4,167,4.4,0.274,3.1,9,0
18,50,Female,South,One Year,Credit Card,0,4,1,1,13.9,10.4,1,4,1,0.7,0.139,3.8,5,0
16,31,Female,Central,Two Year,Credit Card,1,3,1,0,46.33,17.4,1,3,17,9.1,0.294,4,6,0
26,68,Male,South,Two Year,Digital Wallet,0,4,0,0,46.08,2.6,1,5,23,18.8,0.379,2.1,8,0
1,51,Male,East,Month-to-Month,Credit Card,0,1,1,1,51.06,5.6,0,5,93,3.7,0.056,2.5,2,1
28,25,Male,South,Month-to-Month,Invoice,0,2,0,0,60.76,14.5,0,1,83,13.3,0.045,4.6,2,0
19,73,Male,North,Month-to-Month,Digital Wallet,0,2,1,1,66.81,30.9,2,1,,0.9,0.236,2.9,4,1
1,70,Female,West,Month-to-Month,Bank Transfer,1,1,0,1,60.65,22.9,1,3,19,1.5,0.44,2.8,5,0
22,64,Male,East,Month-to-Month,Credit Card,0,2,1,1,54.14,3.2,0,5,29,31.3,0.486,5,2,0
6,25,Female,Central,Month-to-Month,Bank Transfer,0,1,1,1,37.85,12.6,5,3,28,8.2,0.35,2.3,4,1
13,61,Female,Central,Month-to-Month,Bank Transfer,0,3,1,0,36.19,16.9,0,4,6,7.4,0.26,4.2,5,0
97,78,Female,East,Month-to-Month,Credit Card,0,3,0,0,51.86,0.1,3,4,5,0.8,0.162,4.7,2,0
17,35,Male,North,Month-to-Month,Credit Card,1,1,1,1,31.99,15.5,1,3,25,6.8,0.183,3.9,4,0
31,41,Female,East,Month-to-Month,Digital Wallet,0,1,1,0,28.76,10,1,2,1,25.6,0.289,4.8,6,0
11,46,Female,South,Month-to-Month,Bank Transfer,1,2,1,1,40.21,14.7,3,5,29,1.6,0.251,4.2,8,0
40,24,Female,North,Two Year,Bank Transfer,1,5,0,1,49.95,2.8,1,6,18,1.8,0.539,4.1,4,0
18,48,Female,Central,One Year,Credit Card,0,1,1,1,14.86,4,3,7,24,8.3,0.356,3.4,10,0
11,47,Male,Central,Month-to-Month,Bank Transfer,0,2,0,0,40.93,1.7,1,2,43,0.9,0.212,3.4,7,1
13,57,Male,North,Month-to-Month,Digital Wallet,0,2,1,0,47.48,14.4,2,4,7,1.9,0.308,2,7,1
28,26,Female,South,One Year,Digital Wallet,1,2,1,1,30.86,5.9,1,4,53,28.9,0.233,5,8,0
19,37,Male,Central,Month-to-Month,Bank Transfer,0,3,1,1,13.68,1.3,1,2,72,0.4,0.042,3.2,7,1
13,19,Female,East,Two Year,Digital Wallet,1,1,0,0,54.72,0.8,0,1,32,5.1,0.329,3.9,6,0
48,28,Male,West,One Year,Digital Wallet,0,2,0,0,35.41,60.4,1,4,32,1.6,0.35,2.3,6,0
11,46,Male,Central,Month-to-Month,Invoice,0,1,1,1,70.88,10.6,2,1,7,4.6,0.226,3.7,10,0
83,79,Female,Central,Month-to-Month,Credit Card,0,5,1,0,34.17,2.4,1,5,4,0.8,0.047,4.3,9,0
27,58,Male,East,Month-to-Month,Digital Wallet,0,2,1,0,25.29,9,2,3,9,0.2,0.535,4.4,10,0
39,38,Female,West,One Year,Digital Wallet,0,1,1,0,35.49,16.8,1,3,34,3.4,0.161,4,,0
3,34,Male,West,Month-to-Month,Bank Transfer,0,2,0,1,60.42,8.5,0,4,3,0.4,0.455,2.7,3,0
40,68,Female,West,Two Year,Credit Card,1,2,1,1,34.32,5.7,0,5,3,1,0.384,5,6,0
26,52,Female,North,Two Year,Invoice,0,4,1,0,94.56,59.2,0,1,24,1,0.275,4.6,6,0
76,52,Female,East,Two Year,Credit Card,0,3,1,1,41.29,7.7,2,2,70,0.9,0.429,3.4,5,0
87,30,Female,North,Month-to-Month,Bank Transfer,0,3,0,0,14.8,0.8,2,1,17,6,0.365,3.4,4,0
35,66,Female,South,Month-to-Month,Credit Card,1,3,0,0,31.76,5.4,0,5,65,15.9,0.264,3.8,3,0
15,49,Female,East,One Year,Credit Card,1,2,1,0,56.08,6.8,1,1,8,1.5,0.215,3.8,7,0
22,38,Female,West,Month-to-Month,Bank Transfer,1,3,1,0,17.68,14.8,2,0,34,5.6,0.484,3.5,2,1
15,76,Female,West,Month-to-Month,Bank Transfer,0,2,0,0,41.49,21,1,5,2,6.9,0.315,3.2,6,0
3,33,Female,Central,Month-to-Month,Credit Card,1,3,1,1,19.18,25.7,1,4,4,5,0.067,2.7,6,1
4,53,Female,West,Two Year,Credit Card,0,1,0,1,14.04,6.5,0,3,18,1.1,0.46,1,5,0
4,35,Female,North,One Year,Credit Card,0,3,1,1,56.37,1.8,1,4,8,0.6,0.072,3,6,0
1,62,Male,West,Month-to-Month,Invoice,1,1,1,0,19.98,1.1,1,3,52,2.5,0.412,5,5,0
11,43,Male,West,Two Year,Bank Transfer,0,2,1,0,19.85,9.8,3,6,49,10.7,0.275,3.2,7,0
1,51,Female,East,One Year,Digital Wallet,1,1,0,1,19.23,1.9,1,4,6,11,0.198,3.3,1,0
8,41,Male,North,Month-to-Month,Bank Transfer,1,3,1,0,43.75,3.5,3,4,,14.8,0.117,4.3,7,1
10,34,Female,Central,Two Year,Invoice,1,3,0,1,29.88,2,3,2,50,0.3,0.195,3.7,8,0
7,56,Male,East,Month-to-Month,Digital Wallet,0,1,1,0,19.36,35.7,1,6,9,14.3,0.174,5,8,1
18,79,Male,Central,Month-to-Month,Bank Transfer,0,4,1,0,47.71,4.4,3,3,7,2.9,0.184,2.8,9,1
12,39,Male,Central,Month-to-Month,Invoice,0,3,1,1,116.8,52.8,0,3,1,6.7,0.404,1.9,8,1
24,65,Female,South,One Year,Invoice,1,4,1,1,27,21.1,0,5,35,8.2,0.031,3.9,7,0
7,30,Male,West,Month-to-Month,Invoice,1,4,1,0,,1.7,1,4,9,3.3,0.165,4.4,5,0
1,57,Male,West,Month-to-Month,Digital Wallet,1,1,0,0,35.33,6.9,1,4,8,6.6,0.423,3.1,5,1
66,25,Female,North,Two Year,Invoice,0,1,1,1,81.75,5.2,4,4,40,8.3,0.382,3,6,0
24,52,Female,South,Two Year,Bank Transfer,1,2,0,1,42.44,17.4,0,2,3,10.8,0.329,2,8,0
24,29,Male,North,One Year,Invoice,1,1,1,1,22.32,2.8,1,6,,10.1,0.054,,5,0
28,47,Female,East,One Year,Digital Wallet,0,1,1,1,57.14,2.1,1,2,35,15.4,0.134,2.5,4,0
16,27,Female,West,One Year,Digital Wallet,1,3,0,0,16.27,1.5,4,6,27,23.1,0.252,4.6,8,0
54,47,Female,South,Month-to-Month,Credit Card,1,1,0,0,,14.8,2,1,,4.7,0.395,4.4,7,0
6,79,Female,South,Month-to-Month,Bank Transfer,1,1,0,1,53.62,3.3,0,2,25,11.6,0.213,2.7,4,0
4,45,Male,West,Month-to-Month,Bank Transfer,0,3,0,0,88.35,8.9,1,4,,3.8,0.326,3,5,1
21,74,Male,East,Month-to-Month,Credit Card,0,2,1,1,43,0.3,0,6,20,6.5,0.289,3.5,6,0
2,66,Female,North,Month-to-Month,Bank Transfer,1,2,0,1,22.67,7.5,1,4,0,7.7,0.208,4,4,1
70,54,Male,East,Two Year,Digital Wallet,1,3,0,1,40.03,6.7,1,6,0,4.4,0.159,2.9,6,0
27,48,Female,South,Month-to-Month,Bank Transfer,0,2,1,0,37.91,14.6,2,4,3,30.4,0.385,2.4,5,1
5,36,Male,North,Month-to-Month,Digital Wallet,0,2,0,0,38.07,7.3,0,3,13,20.9,0.204,,4,1
10,76,Male,North,Two Year,Bank Transfer,0,2,1,1,33.55,9,0,3,8,0.2,0.16,2.8,4,0
94,48,Female,East,Two Year,Bank Transfer,1,3,0,1,19.41,3.5,2,2,12,8.1,0.071,3.4,9,0
6,78,Male,West,Two Year,Invoice,0,4,0,0,77.29,20.1,2,3,14,2.1,0.161,3.5,6,0
17,59,Female,East,Month-to-Month,Credit Card,0,4,0,0,56.59,5.4,1,4,6,2.8,0.102,3.6,8,0
42,50,Male,East,Month-to-Month,Digital Wallet,1,4,1,1,54.28,9.2,1,3,107,5.6,0.376,4.5,10,0
11,66,Female,Central,One Year,Bank Transfer,1,3,1,1,32.73,17.8,2,2,22,3.4,0.071,3.1,,0
4,30,Male,West,One Year,Digital Wallet,1,3,1,0,39.26,4.9,2,3,43,1.1,0.4,5,7,0
38,24,Male,West,One Year,Invoice,0,5,1,0,59,4.7,1,5,11,14.9,0.405,4.4,9,0
73,45,Male,East,Month-to-Month,Invoice,1,4,0,1,74.73,0.5,2,5,20,2.1,0.36,3.9,8,0
1,22,Male,West,One Year,Bank Transfer,1,1,1,0,89.68,28.5,1,2,2,15.1,0.373,4.4,3,0
3,35,Male,South,Month-to-Month,Invoice,0,2,0,0,21.01,0.5,1,2,1,12.4,0.416,3.9,8,0
23,40,Female,South,Month-to-Month,Digital Wallet,0,5,1,1,88.15,1.9,1,2,30,0.6,0.043,3.4,8,1
92,23,Female,North,Month-to-Month,Credit Card,1,3,0,0,24.09,18.8,1,4,1,0.9,0.22,3.5,5,0
7,67,Female,North,Month-to-Month,Credit Card,0,5,0,1,44.52,2.7,2,5,12,17.3,0.219,2.6,7,0
5,79,Female,East,One Year,Invoice,1,4,1,1,41.61,3.6,1,7,16,6.8,0.101,3,9,0
35,75,Male,Central,One Year,Digital Wallet,0,2,0,1,47.88,3,1,4,58,11.4,0.343,4.3,5,0
5,58,Female,East,Month-to-Month,Digital Wallet,1,2,0,1,17.51,15.3,1,2,74,3.2,0.291,4.7,8,0
35,44,Male,Central,Two Year,Bank Transfer,0,5,1,1,42.05,13.1,1,3,1,2.5,0.323,4,3,0
110,22,Female,West,One Year,Digital Wallet,0,2,1,0,17.84,19.4,2,5,0,0.2,0.327,3.6,6,0
32,36,Female,South,One Year,Digital Wallet,1,4,1,0,19.22,11,0,3,8,8.1,0.191,5,9,0
3,32,Female,West,Month-to-Month,Digital Wallet,0,1,1,1,74.83,3.6,0,2,,8.1,0.218,2.5,6,1
12,35,Female,West,One Year,Bank Transfer,0,3,1,0,6.52,7.7,1,1,34,17.7,0.393,5,6,0
1,22,Male,South,One Year,Digital Wallet,0,2,0,1,77.12,24.4,1,3,5,11.3,0.061,2.9,5,0
69,72,Female,South,One Year,Credit Card,0,2,1,1,91.14,2.7,3,3,48,1.9,0.181,4.8,7,0
13,36,Male,East,Month-to-Month,Digital Wallet,0,2,0,0,17.3,11.9,1,4,4,0.3,0.242,2.9,6,0
6,22,Female,East,Month-to-Month,Invoice,0,1,1,1,138.42,10,1,4,2,6.3,0.39,3.7,4,1
4,72,Male,North,Month-to-Month,Bank Transfer,0,4,1,0,38.35,2.2,1,6,5,23.3,0.17,5,3,1
3,31,Female,East,Month-to-Month,Digital Wallet,0,4,0,0,50.38,47.8,3,0,23,2.4,0.159,3.2,3,1
8,79,Male,West,Month-to-Month,Invoice,0,2,1,1,106.93,8.4,3,4,11,7.1,0.144,4,9,1
71,56,Male,South,Month-to-Month,Credit Card,1,3,0,1,50.88,3,1,2,7,7.8,0.394,3.2,10,0
4,45,Female,West,Month-to-Month,Credit Card,0,2,1,0,,23.3,1,6,31,2.8,0.426,4.5,7,1
21,43,Male,West,Month-to-Month,Invoice,0,5,0,1,,11.1,2,3,168,14.7,0.227,4.1,10,1
1,67,Female,East,Two Year,Invoice,1,2,1,1,70.68,0.4,3,2,5,1.5,0.377,3.5,8,0
2,57,Male,South,Month-to-Month,Bank Transfer,0,3,0,1,30.92,5.8,1,5,127,1.3,0.267,4.3,6,1
41,74,Male,North,Two Year,Invoice,0,1,0,1,58.28,0.8,2,3,40,4.9,0.38,3.4,3,0
47,50,Male,South,Month-to-Month,Credit Card,1,4,0,1,27.34,10.3,1,6,24,11.6,0.304,3.4,10,0
31,39,Female,North,Two Year,Credit Card,0,4,0,0,31.88,2.2,1,1,19,6,0.405,3.9,7,0
3,54,Female,East,Month-to-Month,Bank Transfer,0,2,0,0,16.68,26,1,1,8,24.2,0.279,4,9,1
3,57,Male,North,One Year,Credit Card,0,5,1,1,23.8,3.5,0,5,36,2.7,0.3,3.6,7,0
2,30,Male,West,One Year,Credit Card,0,2,1,1,23.3,0.8,1,4,,6.8,0.086,4,2,0
6,18,Female,Central,Two Year,Credit Card,0,4,1,0,57.72,8.6,1,5,24,5.1,0.074,4.3,8,0
44,38,Female,North,Month-to-Month,Digital Wallet,0,1,0,1,39.91,42.4,1,4,37,0.2,0.42,3.7,8,0
39,48,Male,West,Month-to-Month,Credit Card,1,2,1,0,28.47,18.8,1,2,63,9,0.038,4.1,,0
14,42,Female,South,Two Year,Credit Card,0,1,0,0,11.83,10.1,0,5,6,0.4,0.385,4.2,7,0
4,52,Female,Central,Two Year,Credit Card,0,1,0,0,24.65,8.6,2,2,39,4.6,0.047,3.6,5,0
34,54,Female,West,Month-to-Month,Digital Wallet,0,2,0,1,28.96,3,2,5,9,5.6,0.258,3.6,6,0
83,75,Female,West,Month-to-Month,Bank Transfer,0,2,0,0,29.06,19.2,2,6,21,11.2,0.351,5,8,0
23,32,Female,South,One Year,Credit Card,0,5,1,0,55.76,25.9,2,6,48,11.3,0.342,2.7,3,0
2,41,Male,South,Month-to-Month,Digital Wallet,1,2,1,1,11.26,5.4,1,2,6,43,0.26,4.4,6,1
4,71,Female,North,Two Year,Credit Card,0,3,1,1,85.04,9.8,3,2,17,7.6,0.169,4.1,4,0
17,79,Male,Central,Two Year,Invoice,0,1,0,1,28.61,15.9,2,1,9,16.3,0.265,3.8,8,0
